"player_name","player_id","yellow_cards","red_cards","goals","assists","total_minutes_played","market_value_eur"
"Theodosis Kyprou",138789,0,0,0,10,2170,250000
"Theodosis Macheras",584548,0,0,6,6,3660,750000
"Theofanis Gekas",16402,120,0,570,60,88440,7e+06
"Theofanis Mavrommatis",370889,77,0,22,11,40029,5e+05
"Theofanis Tzandaris",231471,520,0,20,40,147500,8e+05
"Thiago",37623,0,0,0,0,2418,350000
"Thiago",60444,1560,0,1209,1443,786435,7e+07
"Thiago",376175,200,0,200,40,71860,1700000
"Thiago Cardoso",114932,0,0,0,0,4608,350000
"Thiago Carleto",60982,104,0,26,0,8268,1750000
"Thiago Cionek",79510,1131,58,58,145,279850,9e+05
"Thiago Galhardo",186399,90,0,36,36,22086,2500000
"Thiago Maia",294873,160,0,0,20,73680,9e+06
"Thiago Mendes",135617,810,54,108,405,334071,2.5e+07
"Thiago Motta",7602,837,54,54,162,270999,1.6e+07
"Thiago Rômulo",282329,0,0,0,0,654,1e+05
"Thiago Silva",29241,988,0,456,228,908808,4e+07
"Thiago Silva",294817,9,0,0,0,9720,3e+05
"Thiago Xavier",57466,147,0,42,0,22302,1e+06
"Thibang Phete",388581,374,17,17,34,95523,7e+05
"Thibaud Verlinden",338673,0,0,0,0,981,6e+05
"Thibault De Smet",340177,255,45,15,30,54345,8e+05
"Thibault Giresse",6986,75,25,175,200,114200,1100000
"Thibault Moulin",160567,475,0,75,225,125325,2e+06
"Thibault Vlietinck",249568,60,0,30,75,44715,750000
"Thibaut Courtois",108390,444,74,0,37,1116253,7.5e+07
"Thibaut Peyre",170914,462,21,42,42,228816,9e+05
"Thibaut Van Acker",122994,200,0,25,0,43825,1e+06
"Thibaut Vargas",627463,0,0,0,0,912,8e+05
"Thibaut Vion",188501,57,0,38,19,12274,750000
"Thibo Somers",719456,49,0,49,7,17395,1e+06
"Thierry Ambrose",265763,196,0,224,126,83160,2e+06
"Thierry Correia",367466,208,0,26,26,64961,1.4e+07
"Thierry Graça",312739,10,0,0,0,1800,5e+05
"Thierry Lutonda",416802,10,0,10,10,14510,4e+05
"Thievy Bifouma",181477,957,0,754,290,305573,3e+06
"Thijmen Goppel",342240,11,0,11,11,14850,4e+05
"Thijmen Nijhuis",315235,0,0,0,0,6840,250000
"Thijs Bouma",128168,0,0,0,0,2912,2e+05
"Thijs Dallinga",538964,0,0,0,0,540,3e+06
"Thijs Oosting",441216,21,0,42,21,11662,6e+05
"Thijs van Leeuwen",524033,7,0,21,0,3353,3e+05
"Thilo Kehrer",228948,504,21,168,105,231798,3.5e+07
"Thom Haye",178219,600,0,250,400,272700,1500000
"Thomas Agyepong",384807,96,0,32,16,28304,4e+05
"Thomas Augustinussen",15118,108,0,36,18,33552,1500000
"Thomas Ayasse",57348,105,0,21,0,21357,1250000
"Thomas Azevedo",100101,0,0,18,0,5598,650000
"Thomas Basila",344592,12,0,0,0,6024,2e+06
"Thomas Bertels",75680,0,0,0,0,54,7e+05
"Thomas Bruns",172202,1080,27,621,594,388773,2500000
"Thomas Bröker",13686,26,0,0,0,2080,1e+06
"Thomas Buffel",4377,575,0,525,425,248100,6500000
"Thomas Buitink",357826,240,16,240,64,58480,2500000
"Thomas Carrique",540676,0,0,0,0,810,4e+05
"Thomas Dalgaard",40022,23,0,207,92,45494,8e+05
"Thomas Delaine",170961,120,0,40,40,53510,2e+06
"Thomas Delaney",91849,1980,0,900,840,641880,2.7e+07
"Thomas Didillon",182891,52,0,0,0,329940,5e+06
"Thomas Enevoldsen",37221,336,0,784,280,171388,2500000
"Thomas Foket",215114,1053,27,108,486,580635,6e+06
"Thomas Fontaine",80036,26,0,0,26,19214,1e+06
"Thomas Gall",345597,0,0,0,0,360,50000
"Thomas Guldborg Christensen",22167,0,0,0,0,15378,4e+05
"Thomas Gundelund",482106,20,0,0,10,9380,350000
"Thomas Hagelskjaer",186650,0,0,0,0,8450,3e+05
"Thomas Hansen",15049,104,0,39,0,31655,5e+05
"Thomas Henry",412513,210,0,462,126,74634,5e+06
"Thomas Heurtaux",109598,580,0,29,58,169766,5500000
"Thomas Juel-Nielsen",125087,0,0,0,0,1350,3e+05
"Thomas Kahlenberg",15052,120,0,96,168,78672,6e+06
"Thomas Kaminski",77757,360,0,0,0,359400,3e+06
"Thomas Kessler",5072,31,0,0,0,44640,2e+06
"Thomas Kok",396106,0,0,0,0,1170,3e+05
"Thomas Konrad",57530,242,0,44,22,110484,250000
"Thomas Kortegaard",22827,147,0,0,63,70602,8e+05
"Thomas Kraft",39732,217,0,0,0,163494,3e+06
"Thomas Kristensen",23492,114,0,57,19,68362,1500000
"Thomas Kristensen",698259,0,0,7,0,882,7e+05
"Thomas Lam",131821,1025,125,450,175,344350,1500000
"Thomas Lemar",205562,630,0,840,1380,499080,7e+07
"Thomas Mangani",18934,972,72,900,900,607896,3500000
"Thomas Matton",42737,76,0,209,171,77007,1500000
"Thomas Meißner",72505,406,29,29,29,179191,7e+05
"Thomas Meunier",100986,1209,0,589,930,542066,3.5e+07
"Thomas Mikkelsen",23523,125,0,0,0,216750,3e+05
"Thomas Mikkelsen",134402,115,0,138,23,41377,350000
"Thomas Monconduit",127182,600,20,120,100,210960,3500000
"Thomas Murg",153190,182,0,208,104,69888,3500000
"Thomas Müller",58358,902,41,5248,6314,1132379,7.5e+07
"Thomas Nazlidis",132671,440,0,520,140,197880,6e+05
"Thomas Nörgaard",69306,17,17,0,0,114410,250000
"Thomas Oude Kotte",347038,30,0,0,0,33180,450000
"Thomas Ouwejan",241477,144,0,54,216,153756,3e+06
"Thomas Partey",230784,1900,0,550,400,461350,5e+07
"Thomas Phibel",41751,255,0,17,51,89913,1200000
"Thomas Pledl",131561,24,0,0,24,11016,1e+06
"Thomas Poll",480457,6,0,0,0,696,3e+05
"Thomas Reilly",132210,16,0,0,0,5692,1e+05
"Thomas Rodríguez",402581,0,0,0,0,150,1200000
"Thomas Rogne",62086,0,0,0,0,26169,1250000
"Thomas Rohde",526167,0,0,0,0,306,50000
"Thomas Strakosha",222209,420,0,0,0,524580,2.5e+07
"Thomas Sörensen",23579,126,0,36,0,79956,350000
"Thomas Touré",187392,171,0,95,152,59698,1500000
"Thomas Van den Keybus",502298,8,0,0,0,624,9e+05
"Thomas Vasiliou",421224,20,0,10,0,7560,150000
"Thomas Verhaar",77147,70,0,98,70,35560,650000
"Thomas Vermaelen",15904,418,0,38,38,160588,18500000
"Thomas Vincensini",149239,0,0,0,0,6208,5e+05
"Thomas Wils",99442,34,0,0,0,16762,1e+06
"Thomas van den Belt",412941,42,0,21,14,18956,650000
"Thomás",184299,506,0,154,66,100606,750000
"Thorbjörn Holst Rasmussen",46004,30,0,15,0,32205,7e+05
"Thorgan Hazard",102226,651,0,1953,1984,568788,4.5e+07
"Thorsten Kirschbaum",38346,152,0,0,0,217170,1500000
"Thorsten Stuckmann",2583,0,0,0,0,7240,1200000
"Thulani Serero",109881,348,0,145,58,283359,4e+06
"Thuler",549815,33,0,0,0,9394,2e+06
"Thuram",258618,187,17,357,85,104210,7e+05
"Théo Bongonda",280701,650,25,1150,875,361750,1.1e+07
"Théo Defourny",104543,44,0,0,0,40590,650000
"Théo Guivarch",358505,0,0,0,0,735,750000
"Théo Le Bris",766412,0,0,0,0,228,2e+06
"Théo Ndicka Matam",461595,80,0,0,24,24064,1e+06
"Théo Pellenard",238716,108,0,0,18,50976,2e+06
"Théo Sainte-Luce",537127,0,0,0,0,176,2e+06
"Théo Valls",341396,51,17,17,34,57902,3e+06
"Tiago Almeida",92042,299,0,0,23,33212,750000
"Tiago Almeida",782612,36,0,0,18,19926,7e+05
"Tiago André",418424,0,0,0,0,720,325000
"Tiago Araújo",481628,25,0,0,0,2350,6e+05
"Tiago Casasola",224044,0,0,0,0,3420,1500000
"Tiago Castro",358200,0,0,0,0,3876,750000
"Tiago Dantas",429987,10,0,10,20,12560,4e+06
"Tiago Djaló",420465,132,0,11,11,55187,1.2e+07
"Tiago Esgaio",581121,180,0,30,40,59650,1e+06
"Tiago Ferreira",149721,40,0,0,0,13420,1200000
"Tiago Galvão",180731,24,0,0,24,6360,8e+05
"Tiago Gomes",13222,252,21,21,42,78393,2e+06
"Tiago Ilori",177859,150,0,50,0,89750,7e+06
"Tiago Lopes",171069,690,0,0,23,152904,1300000
"Tiago Mendes",8538,390,0,182,234,131846,1.5e+07
"Tiago Mesquita",130622,108,0,0,72,80082,6e+05
"Tiago Morais",815652,5,5,10,0,2670,5e+05
"Tiago Morgado",352770,0,0,0,0,1694,250000
"Tiago Pinto",63293,1428,0,196,364,495124,3750000
"Tiago Rocha",129256,0,0,0,0,1806,2e+05
"Tiago Rodrigues",139337,264,22,176,242,92444,3e+06
"Tiago Silva",236997,1428,0,441,588,258321,2e+06
"Tiago Sá",286908,40,0,0,0,77400,4e+06
"Tiago Terroso",65542,0,0,0,0,198,1e+06
"Tiago Tomás",616344,91,0,70,21,24759,7e+06
"Tiago Valente",25211,102,34,0,17,29461,1500000
"Tianyu Guo",424769,0,0,0,0,210,9e+05
"Tiberio Guarente",28868,0,0,0,0,133,5500000
"Tibor Halilovic",324957,68,0,102,51,81209,1500000
"Tidiane Sané",43015,36,18,0,18,15804,1700000
"Tiemoko Konate",221125,24,0,24,24,12672,9e+05
"Tiemoué Bakayoko",182618,1350,60,330,270,516810,4e+07
"Tigran Avanesyan",520064,10,0,0,0,1010,3e+05
"Tijane",191813,0,0,0,0,475,2e+05
"Tijani Belaid",45566,0,0,0,0,4053,1200000
"Tijjani Noslin",457736,5,0,5,0,4530,450000
"Tijjani Reijnders",460939,64,0,64,64,44576,6e+06
"Tim Blättler",328105,0,0,0,0,125,50000
"Tim Breukers",63356,528,24,96,120,309120,7e+05
"Tim Brinkman",345842,0,0,0,0,70,250000
"Tim Chow",196693,176,22,33,11,38764,625000
"Tim Civeja",588747,0,0,0,0,155,3e+05
"Tim Coremans",119061,21,21,0,0,29337,250000
"Tim Cornelisse",4415,10,0,0,0,3340,1750000
"Tim Dierßen",170516,0,0,0,0,646,250000
"Tim Dreesen",18502,26,0,0,0,3510,2e+06
"Tim Freriks",440493,0,0,0,3,273,2e+05
"Tim Hall",299973,96,0,24,0,32760,3e+05
"Tim Handwerker",284177,39,0,0,52,41951,1500000
"Tim Howard",4267,120,0,0,0,179550,1e+07
"Tim Hölscher",232500,21,21,0,0,16275,6e+05
"Tim Iroegbunam",696589,2,0,0,0,182,3e+06
"Tim Janssen",15765,0,0,0,0,915,1750000
"Tim Kleindienst",193033,48,0,48,96,36576,3e+06
"Tim Krul",33027,186,0,0,31,370605,9e+06
"Tim Leibold",185699,203,29,29,174,86333,4e+06
"Tim Lemperle",553285,0,0,14,0,1344,2e+06
"Tim Linthorst",275507,7,0,0,0,2800,150000
"Tim Matavz",50303,270,0,1170,210,244650,7e+06
"Tim Matthys",22348,243,0,270,567,183114,1500000
"Tim Prica",527347,14,7,7,21,4697,1e+06
"Tim Ream",145466,28,0,0,0,89600,4e+06
"Tim Rieder",111277,0,0,0,0,9825,5e+05
"Tim Siekman",61854,45,0,0,15,10215,250000
"Tim Siersleben",337092,0,0,0,0,264,650000
"Tim Smolders",9665,13,0,0,0,8658,1500000
"Tim Sparv",13258,896,0,140,140,366940,1750000
"Tim Söderström",217274,19,0,0,0,8227,5e+05
"Tim van de Berg",447827,7,0,0,0,910,1e+05
"Timm Klose",65255,150,30,150,0,119130,5500000
"Timmy Simons",3441,210,0,168,126,209265,5500000
"Timo Baumgartl",187491,384,24,96,48,323016,1.5e+07
"Timo Becker",282349,23,0,0,0,51566,1300000
"Timo Hildebrand",598,20,0,0,0,5400,1e+07
"Timo Horn",84938,28,0,0,28,558880,1.2e+07
"Timo Hübers",236981,210,0,21,21,52962,7500000
"Timo Letschert",231378,350,25,125,125,280575,3e+06
"Timo Stavitski",363717,12,0,0,0,4932,5e+05
"Timo Werner",170527,448,0,3584,1820,635544,8e+07
"Timo Zaal",646670,4,0,0,0,48,1e+05
"Timofey Kalachev",44318,1014,26,130,988,241124,2500000
"Timofey Kalistratov",743230,0,0,0,0,540,1e+05
"Timofey Margasov",148485,506,0,44,286,200882,2500000
"Timon Wellenreuther",196829,308,0,0,0,279510,1300000
"Timotheos Tselepidis",365247,6,0,0,0,1350,3e+05
"Timothy Castagne",262226,484,0,286,374,402952,2.8e+07
"Timothy Chandler",49723,1122,34,340,476,401778,5e+06
"Timothy Derijck",31131,990,66,363,99,445434,3e+06
"Timothy Eyoma",406559,0,0,0,0,11,5e+05
"Timothy Fosu-Mensah",315131,192,0,0,16,72320,7e+06
"Timothy Galjé",409498,7,0,0,0,630,250000
"Timothy Tillman",310662,42,0,14,42,32676,1800000
"Timothy Weah",370846,98,14,196,98,53508,1.5e+07
"Timothé Nkada",522788,7,0,0,0,2555,3e+05
"Timothée Kolodziejczak",84085,1240,124,279,248,530348,7e+06
"Timothée Pembélé",538998,40,0,16,8,14472,7e+06
"Timothée Taufflieb",392276,0,0,0,0,24,3e+05
"Timur Ayupov",334441,168,0,0,14,28420,1e+06
"Timur Pukhov",382533,16,0,16,0,1920,350000
"Timur Suleymanov",582074,126,0,14,28,23044,1e+06
"Timur Zhamaletdinov",315557,76,0,228,57,64828,1200000
"Tin Jedvaj",206386,1100,25,225,100,311275,9e+06
"Tino Anjorin",433181,0,0,0,0,252,3e+06
"Tino Costa",77003,448,0,64,128,61760,1e+07
"Tino Kadewere",384060,76,19,209,57,51604,1.4e+07
"Tino Livramento",503981,12,0,6,12,14532,2.5e+07
"Tino-Sven Susic",140790,138,0,184,138,94530,3500000
"Tiquinho Soares",103381,589,19,1691,266,274151,1.2e+07
"Tita",21488,120,0,48,72,62616,3e+06
"Titas Krapikas",353609,12,0,0,0,5040,4e+05
"Titi",55250,960,32,320,128,453600,2300000
"Tito",128295,648,24,48,192,238680,2500000
"Tjaronn Chery",76326,84,0,728,448,184492,4500000
"Tobi Sho-Silva",261741,0,0,0,0,54,50000
"Tobias Arndal",520732,8,0,16,8,6320,2e+05
"Tobias Badila",205497,70,0,10,0,22510,6e+05
"Tobias Bech",528451,36,0,24,24,16188,6e+05
"Tobias Börkeeiet",458537,33,0,0,0,7986,7e+05
"Tobias Christensen",257103,12,0,12,12,9096,250000
"Tobias Damsgaard",464984,0,0,0,13,13780,3e+05
"Tobias Figueiredo",122077,252,54,72,0,68976,3200000
"Tobias Heintz",329714,12,0,36,24,12468,1100000
"Tobias Kempe",42072,0,0,0,175,51310,1250000
"Tobias Klysner",525990,0,0,16,32,16808,7e+05
"Tobias Levels",31216,232,29,29,58,69629,3e+06
"Tobias Mikkelsen",44567,46,0,184,92,62951,1250000
"Tobias Mölgaard",341466,144,0,16,64,76544,6e+05
"Tobias Pachonik",161549,75,25,50,150,128850,1e+06
"Tobias Raschl",384745,0,0,0,8,4992,1e+06
"Tobias Salquist",297990,64,0,32,0,78176,7e+05
"Tobias Sana",75901,135,0,270,216,103977,1250000
"Tobias Sippel",31653,0,0,0,0,57096,3e+06
"Tobias Strobl",57845,992,0,0,384,422176,8e+06
"Tobias Werner",26878,312,0,234,182,98150,3e+06
"Toby Alderweireld",42710,1044,0,360,180,828468,4e+07
"Toby Sibbick",484215,0,0,0,8,7824,6e+05
"Tochi Chukwuani",553328,24,0,8,0,3288,6e+05
"Toché",22586,210,0,175,35,37730,2e+06
"Todd Cantwell",332341,128,0,128,32,52448,2.2e+07
"Todd Kane",154287,260,0,20,40,72940,1500000
"Todor Petrovic",334126,51,0,0,0,17867,5e+05
"Tokelo Rantie",198495,16,16,48,16,22624,3e+06
"Tolcay Cigerci",192266,0,0,0,0,391,350000
"Tolga Cigerci",94199,1015,0,350,210,334285,4500000
"Tolga Zengin",16816,145,0,0,29,194938,6e+06
"Tolga Ünlü",118841,442,0,0,52,129376,1300000
"Tolgahan Acar",37951,30,30,0,0,120780,5e+05
"Tolgahan Cicek",279480,78,0,0,0,15964,225000
"Tolgay Arslan",53536,1632,0,204,510,417010,7500000
"Tolu Arokodare",683571,0,0,0,0,1744,2200000
"Tom Aldred",95076,130,0,39,13,60450,5e+05
"Tom Allan",484390,1,0,0,1,33,1e+05
"Tom Anderson",128828,0,0,0,2,360,250000
"Tom Beugelsdijk",151494,1250,0,275,125,361725,9e+05
"Tom Bischof",822959,0,0,0,0,52,1e+06
"Tom Boere",124863,92,0,299,138,92989,9e+05
"Tom Cairney",123275,54,0,54,54,85293,1.8e+07
"Tom Carroll",121279,200,0,120,180,138860,7e+06
"Tom Cleverley",73484,690,0,240,420,382410,1.4e+07
"Tom Daemen",21482,22,0,0,0,2805,4e+05
"Tom Davies",314210,420,0,105,120,147090,1.8e+07
"Tom De Sutter",42393,260,0,520,208,149240,4500000
"Tom Dele-Bashiru",346472,0,0,10,10,2740,2500000
"Tom Edwards",430788,0,0,0,0,5157,3e+06
"Tom Grivosti",524131,0,0,8,0,5568,3e+05
"Tom Hateley",78648,93,0,0,155,67394,7e+05
"Tom Heaton",34130,160,0,0,0,350176,6e+06
"Tom Hiariej",62064,162,0,0,72,106920,9e+05
"Tom Huddlestone",13465,576,72,72,72,194004,1.2e+07
"Tom Högli",24081,72,0,18,144,94392,1800000
"Tom Ince",157368,0,0,100,25,82675,1e+07
"Tom James",325105,12,0,4,4,2820,2e+05
"Tom Krauß",405687,0,0,0,0,27,6e+06
"Tom Lacoux",847759,45,0,0,0,7185,1200000
"Tom Lawrence",229970,36,0,36,18,7686,6e+06
"Tom McGill",406556,0,0,0,0,154,2e+05
"Tom Menting",275946,0,0,0,0,1020,75000
"Tom Mickel",44607,0,0,0,0,5940,3e+05
"Tom Muyters",40412,0,0,0,0,61936,4e+05
"Tom Overtoom",124889,0,0,0,0,3700,3e+05
"Tom Parkes",110866,0,0,6,0,3174,250000
"Tom Pietermaat",110797,196,0,0,14,63168,7e+05
"Tom Reyners",358042,0,0,0,0,189,3e+05
"Tom Rogic",213672,260,0,780,780,246560,3e+06
"Tom Rothe",798043,2,0,2,0,188,3500000
"Tom Starke",80,0,0,0,0,13950,3e+06
"Tom Taiwo",45594,33,0,0,0,11033,350000
"Tom Thorpe",128911,0,0,0,0,3,2e+05
"Tom Trybull",93831,165,0,33,0,116919,4e+06
"Tom Van Hyfte",22372,273,0,252,42,125223,850000
"Tom van Weert",95673,702,27,2268,513,426978,1250000
"Tom van de Looi",420189,0,0,0,13,28899,1300000
"Toma Basic",334835,323,0,152,171,127129,1e+07
"Tomané",139393,864,27,837,783,314172,2500000
"Tomas Brecka",265879,140,0,20,0,92040,850000
"Tomas Brindley",606531,0,0,0,0,296,1e+05
"Tomas Cerny",35641,126,0,0,0,161280,1e+06
"Tomas Chory",198614,60,0,80,20,17120,2e+06
"Tomas Dabo",236960,70,14,0,0,20552,2e+06
"Tomas Hajek",181469,147,0,21,0,47376,1700000
"Tomas Hubocan",63252,850,68,68,34,242794,1e+07
"Tomas Kalas",148657,58,0,0,58,25230,6e+06
"Tomas Kosicky",78496,100,0,0,0,86900,8e+05
"Tomas Koubek",146714,75,0,0,25,223875,7e+06
"Tomas Mikuckis",57438,60,0,0,0,11865,750000
"Tomas Necid",39665,612,36,1476,360,272844,6500000
"Tomas Ostrak",428189,0,0,0,9,639,750000
"Tomas Pekhart",38746,216,0,540,72,76716,4e+06
"Tomas Rosicky",132,54,0,81,54,25407,17500000
"Tomas Rukas",300110,0,0,0,0,1620,3e+05
"Tomas Sivok",26936,416,0,52,26,149344,7800000
"Tomas Soucek",283628,300,25,525,50,242750,4.5e+07
"Tomas Suslov",540333,90,0,27,99,37980,3e+06
"Tomas Vaclik",64000,36,0,0,0,424440,1.8e+07
"Tomasz Kedziora",181118,672,0,192,288,270336,5e+06
"Tome Pačovski",24233,0,0,0,0,4320,9e+05
"Tomer Hemed",112668,145,0,290,174,99296,3500000
"Tomi Juric",171820,48,24,168,24,31368,2500000
"Tomislav Barbaric",46500,112,0,0,0,16744,1300000
"Tomislav Glumac",133829,112,0,56,0,52920,1e+06
"Tomislav Gomelt",210983,0,17,17,0,7582,550000
"Tomislav Kis",179899,54,0,72,18,16002,6e+05
"Tomislav Strkalj",240262,45,0,0,30,22455,4e+05
"Tomislav Tomic",190272,0,0,0,0,1980,650000
"Tommaso Augello",284595,76,19,38,133,134881,4e+06
"Tommaso Baldanzi",641537,0,0,0,0,85,3e+06
"Tommaso Cucchietti",315788,0,0,0,0,1260,3e+05
"Tommaso Pobega",392538,238,0,140,84,48678,1.8e+07
"Tommaso Tentoni",337390,0,0,0,0,1440,2e+05
"Tommie Hoban",183161,96,0,48,16,63776,1e+06
"Tommy Bechmann",15243,192,0,336,72,105312,1500000
"Tommy Doyle",433183,0,0,0,0,590,4e+06
"Tommy Elphick",37152,18,0,18,0,21204,3e+06
"Tommy Oar",80708,48,0,0,168,36936,2e+06
"Tommy Robson",257968,0,0,0,0,540,2e+05
"Tommy Smith",121398,180,20,0,20,65920,3e+06
"Tommy St. Jago",458734,18,0,0,0,21987,1200000
"Tomás Alarcón",454238,60,0,12,12,17508,3e+06
"Tomás Esteves",504085,0,0,0,0,1071,8e+06
"Tomás Händel",645588,24,0,0,0,4708,3e+06
"Tomás Martínez",271438,0,0,0,0,2926,2e+06
"Tomás Pina",139895,1701,81,216,189,438318,5e+06
"Tomás Podstawski",182718,51,0,17,0,38046,1e+06
"Tomás Reymão",464307,12,0,0,0,3186,3e+05
"Tomás Ribeiro",433358,90,0,9,0,35793,1500000
"Tomás Rincón",75942,2370,0,330,420,643020,9e+06
"Tomás Silva",461939,5,0,0,0,120,5e+05
"Tomás Tavares",550549,50,0,0,0,35670,8e+06
"Tonel",13972,57,0,19,0,34542,4500000
"Tongo Doumbia",103563,338,0,104,78,113932,2e+06
"Toni Borevkovic",396342,403,13,13,26,136513,3500000
"Toni Calvo",52063,17,0,17,17,21981,2500000
"Toni Domgjoni",344649,16,0,0,16,19136,2e+06
"Toni Dovale",119878,0,0,0,0,440,9e+05
"Toni Gorupec",131314,34,0,0,51,14858,7e+05
"Toni Kroos",31909,1824,0,950,3078,1127498,8e+07
"Toni Lato",320271,418,0,57,133,94487,8e+06
"Toni Leistner",86916,250,0,0,50,88000,2500000
"Toni Martínez",302371,144,0,352,112,68048,7e+06
"Toni Moya",295065,26,0,0,13,21762,1500000
"Toni Silva",95870,133,0,171,57,70186,1500000
"Toni Sunjic",60790,690,0,207,46,266409,2800000
"Toni Varela",59645,10,0,0,0,6230,3e+05
"Toni Villa",337066,144,0,112,64,71776,6e+06
"Tonia Tisdell",91233,0,26,0,0,2782,1700000
"Tonny Vilhena",182581,1248,26,1092,754,569452,1.4e+07
"Tony",18878,96,32,0,0,15168,1700000
"Tony Andreu",87789,84,0,196,196,66388,5e+05
"Tony Dingwall",180317,28,0,28,14,13496,2e+05
"Tony Gallacher",344579,0,0,0,0,4626,4e+05
"Tony Hibbert",3614,0,0,0,0,16520,4500000
"Tony Jantschke",47587,780,0,30,90,333750,9e+06
"Tony Mauricio",272549,36,0,0,48,5784,2500000
"Tony Taylor",125700,0,0,0,0,544,8e+05
"Tony Watt",132764,440,0,480,340,191820,1500000
"Toon Raemaekers",712086,15,0,0,0,4025,350000
"Tope Obadeyi",65692,48,0,144,48,46896,4e+05
"Torben Müsel",368860,0,0,0,0,4245,4e+05
"Torgeir Börven",129236,58,0,377,29,73486,1250000
"Torino Hunte",267116,85,0,102,51,56338,5e+05
"Tornike Okriashvili",137939,230,0,138,23,70541,2e+06
"Tortol Lumanza",138679,60,0,0,36,28344,8e+05
"Tosin Adarabioyo",258878,15,0,0,0,54585,1.8e+07
"Tosin Kehinde",316750,100,0,40,120,38150,1e+06
"Toti",606718,6,0,0,0,2544,2500000
"Tozé",203654,525,42,504,378,183414,4800000
"Tozé Marreco",57226,0,0,14,0,3948,9e+05
"Toño",35536,60,30,0,0,76320,6e+06
"Toño",76285,23,0,0,0,11707,5e+05
"Toño García",125931,675,0,50,275,263100,3e+06
"Tracy Mpati Bibuangu",180181,80,0,0,16,27360,650000
"Tranquillo Barnetta",6645,0,0,93,186,41044,1e+07
"Trent Alexander-Arnold",314353,468,0,234,1134,336510,1.1e+08
"Trent Sainsbury",145840,500,25,200,25,166300,1250000
"Trevoh Chalobah",346314,96,0,72,36,53832,2.2e+07
"Trevor Carson",41131,17,17,0,0,98549,550000
"Trevor David",342013,33,0,0,0,7139,250000
"Triantafyllos Pasalidis",470422,481,13,39,13,117949,1e+06
"Tripy Makonda",90294,40,0,0,0,2860,650000
"Tristan Dekker",315124,28,0,0,42,35434,4e+05
"Tristan Dingomé",126683,600,0,150,275,194450,2500000
"Tristan Nydam",483545,0,0,0,0,756,5e+05
"Troels Klöve",103434,250,0,600,325,272725,6e+05
"Tropi",320466,0,0,0,0,210,3e+05
"Trova Boni",557012,12,12,0,0,5868,350000
"Troy Deeney",65477,594,54,1404,675,380673,1.1e+07
"Troy Parrott",552655,0,0,0,0,576,5e+06
"Tryfon Gioudas",169642,0,0,0,0,344,50000
"Tsiy William Ndenge",253574,19,0,76,57,47785,1e+06
"Tsotne Bendianishvili",658742,0,0,0,0,3,1e+05
"Tsuyoshi Watanabe",598791,20,0,0,0,6300,1e+06
"Tucka",336058,0,0,0,0,84,1e+05
"Tudor Baluta",433976,38,0,0,0,15124,4500000
"Tugay Gündem",928831,0,0,0,0,40,50000
"Tugay Kacar",188942,20,20,0,20,9360,5e+05
"Tunay Torun",39247,1295,0,481,962,350168,4250000
"Turan Tuzlacik",436063,0,0,0,0,30,50000
"Turgay Bahadir",16499,0,0,22,0,1672,3500000
"Turgut Sahin",58621,58,0,87,145,35989,2800000
"Tuta",546213,238,0,70,0,82516,1.5e+07
"Tuur Dierckx",168158,138,0,299,161,72749,2200000
"Txema Añibarro",71601,18,0,0,0,7926,3e+05
"Tyias Browning",156934,30,0,0,0,9900,1200000
"Tyler Adams",332705,234,0,36,72,115110,2e+07
"Tyler Blackett",134414,54,18,0,0,19908,2e+06
"Tyler Boyd",203330,494,26,546,260,200096,2300000
"Tyler Roberts",296986,150,0,30,45,40680,8e+06
"Tymofiy Sheremeta",364038,10,0,0,0,5850,2e+05
"Tymofiy Sukhar",404844,0,0,0,0,560,150000
"Tymoteusz Puchacz",361575,0,0,0,17,15113,4e+06
"Tymur Stetskov",549960,108,0,36,12,21780,4e+05
"Tyreek Magee",615326,0,0,0,0,65,250000
"Tyrell Malacia",339340,525,21,84,189,220038,2.2e+07
"Tyrese Campbell",382554,0,0,0,0,900,6e+06
"Tyrese Francois",528888,0,0,0,0,132,5e+05
"Tyrick Mitchell",730893,24,0,8,24,43008,2.8e+07
"Tyron Ivanof",452300,0,0,0,7,910,2e+05
"Tyrone Mings",253677,594,0,110,176,245366,3.2e+07
"Tyronne",172127,170,0,34,136,57970,4e+05
"Tyronne Ebuehi",309944,231,21,42,84,230013,1500000
"Téji Savanier",127156,648,72,600,672,215880,1.2e+07
"Tòfol Montiel",573979,18,0,9,18,2178,1e+06
"Törles Knöll",284737,0,0,20,0,9220,1e+06
"Uche Agbo",262689,544,17,17,34,117759,3500000
"Uche Ikpeazu",245765,195,0,90,120,46245,8e+05
"Uche Nwofor",184948,0,0,48,0,7232,1e+06
"Uffe Bech",94939,161,0,299,92,83053,2e+06
"Ufuk Akyol",241251,120,0,45,15,40035,1400000
"Ufuk Budak",67839,62,0,31,0,28117,4e+05
"Ufuk Ceylan",29631,31,0,0,0,28055,1600000
"Ugo Ukah",33222,105,0,0,0,23745,6e+05
"Ugochukwu Oduenyi",450196,9,0,0,0,2511,150000
"Ugur Akdemir",51819,60,0,0,30,46020,5e+05
"Ugur Boral",7346,0,0,0,0,456,4099999
"Ugur Ciftci",172163,1425,75,150,550,472450,2750000
"Ugur Demirkol",45951,16,0,0,0,1440,7e+05
"Ugur Demirok",44977,1564,68,578,102,512380,3750000
