"player_name","player_id","yellow_cards","red_cards","goals","assists","total_minutes_played","market_value_eur"
"Colin Kazim-Richards",36802,320,0,480,288,123776,5e+06
"Coll Donaldson",196229,169,13,13,13,60723,4e+05
"Collin Quaner",123397,120,0,0,150,57480,1500000
"Collins Fai",250638,792,22,44,374,208274,2e+06
"Collins Tanor",419500,8,0,0,0,4640,150000
"Cong Phuong Nguyen",380459,0,0,0,0,200,3e+05
"Connor Barron",567151,3,0,0,0,2256,5e+05
"Connor Goldson",163656,608,0,380,114,355490,8e+06
"Connor Johnson",345251,2,0,2,0,794,50000
"Connor Mahoney",287528,0,0,0,0,3472,8e+05
"Connor McLaren",291065,0,0,0,1,252,50000
"Connor McLennan",344584,60,0,80,90,44940,5e+05
"Connor Randall",262545,117,13,0,39,71916,5e+05
"Connor Ripley",163531,54,0,0,18,68040,250000
"Connor Roberts",214666,64,0,16,16,56912,6e+06
"Connor Ronan",337787,20,10,90,50,25500,8e+05
"Connor Shields",429249,7,0,21,21,8267,4e+05
"Connor Smith",177771,0,0,0,0,295,250000
"Connor Wickham",95435,260,0,442,156,143364,9e+06
"Connor van den Berg",477476,0,0,0,0,511,50000
"Conor Brennan",169931,6,0,0,0,2868,75000
"Conor Coady",128901,528,0,120,0,398112,2.5e+07
"Conor Coventry",419025,0,0,0,0,265,1e+06
"Conor Gallagher",488362,144,0,24,24,32196,3.2e+07
"Conor Grant",218355,2,0,6,4,2130,450000
"Conor Hazard",322770,9,0,0,0,10161,6e+05
"Conor Hourihane",61653,72,0,144,108,45558,7500000
"Conor McAleny",121260,12,0,18,6,5766,5e+05
"Conor McCarthy",382686,54,0,24,6,35490,5e+05
"Conor Noß",520857,0,0,0,0,400,7e+05
"Conor O'Brien",161244,15,0,15,45,34365,750000
"Conor Sammon",68331,110,0,352,176,105204,1600000
"Conor Shaughnessy",255626,0,0,0,6,3780,250000
"Conor Townsend",146509,42,0,0,42,55678,2500000
"Conor Washington",249815,0,0,51,34,18887,2e+06
"Conrad Balatoni",60905,48,0,48,24,46360,375000
"Conrad Logan",27053,0,0,0,0,3600,250000
"Constant Djakpa",41866,63,0,0,0,27783,2e+06
"Constantin Dima",335820,0,0,0,0,18,7e+05
"Constantin Nica",221815,44,0,0,0,8030,1500000
"Corentin Fiore",168159,160,0,0,40,63040,2e+06
"Corentin Jean",20463,352,22,198,176,158312,4e+06
"Corentin Koçur",358644,0,0,0,0,1458,1e+05
"Corentin Tolisso",190393,375,50,1150,800,421075,4.5e+07
"Coronas",134603,100,0,0,20,56160,6e+05
"Cosmin Matei",81421,180,0,60,30,37170,2e+06
"Costel Pantilimon",47659,145,0,0,0,163647,6e+06
"Costin Lazar",44714,138,0,0,23,20861,2750000
"Costinha",236886,874,0,230,345,270894,1500000
"Costinha",539252,0,0,0,0,2675,9e+05
"Cote",87469,1015,35,105,525,478170,5e+06
"Courtney Duffus",242434,0,0,0,0,45,150000
"Craig Bryson",22728,147,0,0,21,49560,2300000
"Craig Cathcart",59606,609,0,116,87,400171,5e+06
"Craig Clay",138235,12,0,3,3,8433,250000
"Craig Conway",14574,0,0,78,52,36998,1500000
"Craig Curran",49551,204,0,264,132,89400,4e+05
"Craig Dawson",121477,1050,25,450,150,499100,8e+06
"Craig Gardner",37171,476,0,168,252,156436,7500000
"Craig Goodwin",214798,80,0,96,80,41856,1400000
"Craig Gordon",12589,330,33,0,0,778965,1e+07
"Craig Halkett",253817,240,0,132,24,99024,650000
"Craig Henderson",541894,0,0,0,0,22,50000
"Craig Moore",193096,0,0,10,0,4840,2e+05
"Craig Murray",177646,0,0,0,0,92,50000
"Craig Reid",55573,66,0,0,11,22077,350000
"Craig Samson",12752,70,0,0,0,107730,5e+05
"Craig Sibbald",165345,238,0,102,85,85289,4e+05
"Craig Slater",130729,96,0,56,40,34968,3e+05
"Craig Storie",163515,8,0,0,4,2948,50000
"Craig Tanner",243631,12,0,32,12,6960,250000
"Craig Thomson",193128,0,0,2,0,1356,50000
"Craig Watson",191792,6,0,0,0,2127,50000
"Craig Wighton",244273,26,0,78,104,55185,4e+05
"Crespi",391332,42,14,98,42,53690,5e+05
"Crespo Kamara",203418,45,0,60,15,11850,6e+05
"Cris",24946,342,0,19,38,96406,1e+06
"Crislan",271861,102,17,51,17,24990,1e+06
"Cristhian Mosquera",646750,3,0,0,0,897,1e+06
"Cristhian Stuani",59323,1140,0,2318,0,362102,1e+07
"Cristian Alex",358733,3,0,0,0,249,1e+05
"Cristian Ansaldi",55854,1360,0,340,986,461584,1.2e+07
"Cristian Arango",262999,98,14,56,70,25494,7e+06
"Cristian Battocchio",129868,25,0,75,25,34750,2200000
"Cristian Benavente",232859,225,0,575,275,142200,5500000
"Cristian Cangá",253045,0,0,0,0,208,4e+05
"Cristian Castro",726697,14,7,7,0,14686,1e+06
"Cristian Cauz",283421,0,0,0,0,1456,250000
"Cristian Ceballos",166640,75,15,45,30,30330,650000
"Cristian Chávez",68746,69,0,0,23,5980,2200000
"Cristian Chávez",70132,160,0,220,180,71380,1500000
"Cristian Cuevas",186863,551,0,19,95,100035,1700000
"Cristian Dell'Orco",240244,115,0,23,69,93955,1e+06
"Cristian Erbes",118283,150,0,25,0,30125,2800000
"Cristian Espinoza",278992,18,0,0,18,4734,7e+06
"Cristian Galano",96766,0,0,0,0,1976,2500000
"Cristian Gamboa",121686,207,0,23,46,110745,2e+06
"Cristian Ganea",262117,96,0,24,48,84240,1800000
"Cristian Guanca",167423,0,0,34,34,4590,5500000
"Cristian Herrera",237617,44,0,22,0,25828,1500000
"Cristian Ledesma",6438,138,0,115,138,46690,1.2e+07
"Cristian Lema",147128,48,0,0,0,3072,4500000
"Cristian Lobato",175787,0,0,0,0,2904,2e+06
"Cristian López",114282,44,0,44,44,11594,1500000
"Cristian Manea",271284,27,0,0,0,10476,4e+06
"Cristian Molinaro",21972,770,35,70,245,319865,7e+06
"Cristian Montano",87667,10,0,0,5,3355,4e+05
"Cristian Pasquato",62379,0,0,155,217,58218,1800000
"Cristian Ponde",198005,136,0,85,34,28441,5e+05
"Cristian Raimondi",22249,160,0,20,40,34020,4e+06
"Cristian Ramírez",189485,713,23,23,207,273585,7500000
"Cristian Rivero",398131,0,0,0,0,5070,3e+05
"Cristian Rodríguez",33448,124,0,31,0,25389,9e+06
"Cristian Romero",355915,1060,20,140,160,223100,6e+07
"Cristian Salvador",224774,0,0,0,0,105,7e+05
"Cristian Sapunaru",25942,884,34,102,34,308278,5200000
"Cristian Tanase",46662,459,0,81,54,109836,3600000
"Cristian Tassano",358738,95,19,0,0,30609,650000
"Cristian Tello",141834,522,0,1131,1247,414700,1.2e+07
"Cristian Villagra",30803,120,24,24,24,41064,6500000
"Cristian Zaccardo",5993,88,22,44,22,60478,1.2e+07
"Cristian Álvarez",55135,62,0,0,0,47430,3e+06
"Cristiano Biraghi",124555,1680,0,336,868,640864,1.2e+07
"Cristiano Del Grosso",34211,0,0,0,27,19548,1200000
"Cristiano Figueiredo",100127,286,0,0,0,199966,1700000
"Cristiano Gomes",292402,0,0,0,0,968,150000
"Cristiano Lombardi",240349,154,0,22,44,35222,8e+05
"Cristiano Piccini",163086,675,27,108,162,267624,1e+07
"Cristiano Ronaldo",8198,1804,88,14212,3608,1383228,1.2e+08
"Cristián Borja",356099,152,19,57,38,105792,3500000
"Cristián Zapata",34344,782,34,136,34,352886,12500000
"Cristo González",339707,0,0,19,0,1539,5e+06
"Cristobal Jorquera",66280,528,33,297,231,155991,2500000
"Cristopher Núñez",435605,84,0,14,14,26852,450000
"Crysencio Summerville",474701,30,0,20,30,18050,4e+06
"Cryzan",373300,108,0,126,144,28980,1e+06
"Cucho Hernández",459463,336,0,256,160,105792,1.2e+07
"Cuco Martina",91251,312,0,26,182,280748,2500000
"Curro Sánchez",208116,38,0,0,19,7258,1e+06
"Curtis Davies",18227,297,0,0,66,148533,7e+06
"Curtis Jones",433188,60,0,108,120,49332,3e+07
"Curtis Main",77715,190,19,285,152,122379,425000
"Curtis Yebli",411149,14,0,0,0,1386,2e+05
"Custódio",13862,540,0,80,100,130000,4e+06
"Cyle Larin",343463,391,23,989,437,202883,11500000
"Cyriac",77449,115,0,529,207,110032,3e+06
"Cyriack Garel",342383,0,0,0,0,68,1e+05
"Cyriaque Louvion",45187,66,0,0,0,29700,1400000
"Cyriel Dessers",317806,275,0,1250,450,192425,6e+06
"Cyril Chevreuil",456530,2,0,0,0,30,75000
"Cyril Kali",40417,225,0,25,0,99650,5e+05
"Cyril Ngonge",358032,60,10,130,30,30650,1400000
"Cyril Théréau",29316,324,27,1215,270,262089,3e+06
"Cyrus Christie",158623,161,0,23,46,48898,3500000
"Cássio",53841,286,52,0,0,299832,1100000
"Cássio",218470,10,0,0,0,4560,4e+05
"Cássio Scheid",510635,20,0,0,0,8120,525000
"Cécé Pepe",289434,15,0,0,0,4485,2e+05
"Cédric Bakambu",127048,682,0,1984,279,271746,2.5e+07
"Cédric Barbosa",5698,42,0,84,63,36288,3e+06
"Cédric Brunner",147038,252,0,0,42,105567,3200000
"Cédric Cambon",111283,132,22,22,0,47058,1500000
"Cédric Carrasso",5308,99,0,0,0,258984,1e+07
"Cédric D'Ulivo",118014,85,0,0,0,27880,8e+05
"Cédric Fauré",6970,75,0,150,50,44625,2500000
"Cédric Gogoua",221119,247,0,57,0,49514,7e+05
"Cédric Hountondji",198709,44,0,22,0,44770,3e+06
"Cédric Kipré",364827,120,10,0,40,41330,1500000
"Cédric Makiadi",14882,200,0,0,25,57750,3500000
"Cédric Mandjeck",288268,0,0,0,0,318,150000
"Cédric Mongongu",44417,116,0,0,0,52751,6500000
"Cédric Soares",112988,1200,0,240,630,559440,1.5e+07
"Cédric Varrault",5543,135,27,108,0,99360,3e+06
"Cédric Yambéré",291140,540,40,140,0,214800,4e+06
"Célestin Djim",208516,0,0,18,0,450,250000
"César Arzo",15798,144,0,0,24,42552,4600000
"César Azpilicueta",57500,1480,74,666,1628,1216708,4e+07
"César Falletti",218306,46,0,23,0,7084,2e+06
"César Martins",269467,506,0,115,0,187174,2750000
"César Navas",29056,750,25,25,100,278450,6500000
"César Peixoto",9830,0,0,0,12,3744,2500000
"César Pinares",61856,180,0,54,72,35478,2200000
"César Sousa",698047,12,0,0,0,1509,3e+05
"Cícero",28891,161,0,92,69,53728,3500000
"D'Mani Mellor",531678,0,0,0,0,25,450000
"Daam Foulon",338637,120,0,0,36,45384,1e+06
"Daan Bovenberg",63334,56,0,42,56,44618,1e+06
"Daan Dierckx",621965,5,0,0,0,2745,1e+06
"Daan Heymans",446491,126,0,154,84,49420,1500000
"Daan Huisman",564448,15,0,5,5,8550,5e+05
"Daan Klomp",400671,30,0,0,0,7800,2e+05
"Daan Rienstra",277772,126,21,21,42,84819,4e+05
"Daan Rots",591363,24,0,32,32,16496,1e+06
"Daan Vekemans",481640,11,0,0,0,3465,350000
"Dabney dos Santos",241500,102,0,238,442,149957,2e+06
"Dael Fry",314140,0,0,0,0,2420,7e+06
"Daichi Hayashi",690993,21,0,49,7,12824,1500000
"Daichi Kamada",356141,209,0,684,551,215973,3e+07
"Daiki Hashioka",387191,60,0,0,70,27930,1500000
"Daimy Deflem",129597,4,0,0,0,544,2e+05
"Daishawn Redan",361081,24,0,48,24,20888,4e+06
"Daisuke Sato",316596,0,0,0,0,1584,550000
"Daizen Maeda",420931,0,0,117,13,35555,5e+06
"Dalberson",554297,4,0,0,0,1080,2e+05
"Dalbert",312862,924,44,22,374,273108,1.2e+07
"Dale Carrick",129971,0,0,0,0,1240,175000
"Dale Keenan",207109,2,0,0,1,435,50000
"Dale Stephens",49755,575,25,75,125,245075,6e+06
"Daleho Irandust",369653,15,0,30,30,16575,2e+06
"Daler Kuzyaev",279570,1058,0,414,598,365815,1.1e+07
"Daley Blind",12282,960,0,544,672,849632,2.5e+07
"Daley Sinkgraven",215099,520,0,130,442,292266,9e+06
"Dalibor Stevanovic",34643,360,0,120,48,112680,1500000
"Dalibor Veselinovic",46185,88,0,242,110,82038,1e+06
"Dalibor Volas",60273,0,0,0,0,4063,8e+05
"Dame N'Doye",44855,841,0,1392,638,336284,1e+07
"Damian Gjini",267533,18,0,0,0,4743,3e+05
"Damian Kadzior",199299,0,0,0,75,23625,3500000
"Damian Szymanski",259881,300,0,100,60,94000,2e+06
"Damian Zbozien",53742,0,0,0,0,4680,6e+05
"Damian van Bruggen",241420,54,0,54,18,51336,750000
"Damiano Schet",122647,0,0,0,0,2034,3e+05
"Damien Da Silva",57370,1170,104,364,130,588068,5500000
"Damien Delaney",36861,342,0,54,108,156366,2e+06
"Damien Dussaut",205533,273,42,42,0,62643,6e+05
"Damien Furtado",545635,0,0,9,0,540,2e+05
"Damien Le Tallec",59950,750,30,210,0,353040,4e+06
"Damien Marcq",57534,1462,68,136,374,424184,2500000
"Damien Mouchamps",370520,0,0,0,0,174,1e+05
"Damien Plessis",58364,54,0,18,0,14382,5e+05
"Damil Dankerlui",295624,230,23,115,345,183057,1e+06
"Damir Ceter",460898,0,0,14,0,3584,1e+06
"Damir Kahriman",36109,28,0,0,0,15120,1500000
"Damián Musto",67823,288,0,0,0,41592,1500000
"Damián Suárez",76746,3038,62,124,558,644273,4e+06
"Damjan Djokovic",143039,558,31,248,124,205003,2200000
"Damjan Pavlovic",409511,42,0,0,0,4962,450000
"Damjan Siskovski",193217,0,0,0,0,3780,4e+05
"Dan Agyei",367195,0,0,0,0,180,1e+05
"Dan Barlaser",256773,7,0,0,0,3311,2e+06
"Dan Burn",134270,380,0,40,20,168140,1.2e+07
"Dan Cleary",264193,20,0,0,4,4440,3e+05
"Dan Crowley",223225,130,0,117,169,78195,2500000
"Dan Gosling",44983,1023,0,496,155,309287,3500000
"Dan Higgins",293731,0,0,0,0,234,50000
"Dan MacKay",540516,9,0,9,0,1305,4e+05
"Dan Mori",112674,38,0,0,0,6517,6e+05
"Dan N'Lundulu",346482,4,0,4,0,1540,1500000
"Dan Ndoye",365108,11,0,33,11,7887,4e+06
"Dan Potts",207037,0,0,0,0,1440,1200000
"Dan Twardzik",23817,0,0,0,0,40800,150000
"Dan-Axel Zagadou",344598,260,20,80,20,113680,3.5e+07
"Dane Murray",662932,0,0,0,0,330,1e+05
"Dane Scarlett",670883,0,0,0,2,36,2e+06
"Danel Sinani",346499,54,0,54,36,24030,1500000
"Dango Ouattara",823231,16,0,4,8,3200,1e+07
"Dani",34706,342,0,0,0,79325,1750000
"Dani Abalo",57956,0,0,32,0,10400,1300000
"Dani Alves",15951,1950,117,507,1716,639561,3.6e+07
"Dani Calvo",326416,54,0,36,0,35244,1500000
"Dani Castellano",64363,405,0,0,81,239436,4e+06
"Dani Ceballos",319745,875,0,225,300,313425,4.5e+07
"Dani Coelho",72770,88,0,0,11,24695,8e+05
"Dani Cárdenas",397676,64,0,0,0,54240,1500000
"Dani Escriche",531829,98,14,28,14,16730,1500000
"Dani Estrada",47648,0,0,0,0,33,2500000
"Dani Fernández",10183,32,0,0,16,12240,1500000
"Dani Figueira",475407,48,0,0,0,25920,1500000
"Dani García",178425,2392,23,46,207,537096,6e+06
"Dani Giménez",71801,0,0,0,0,33399,1e+06
"Dani Gómez",422460,65,0,130,65,40963,2500000
"Dani López",114062,13,0,13,26,8827,1e+05
"Dani Martín",335221,0,0,0,0,11840,5e+06
"Dani Molina",305957,0,0,0,0,68,250000
"Dani Morer",282726,28,0,0,0,3780,4e+05
"Dani Ndi",322917,30,0,15,0,13515,7e+05
"Dani Nieto",67544,234,0,208,182,67860,1e+06
"Dani Ojeda",111621,16,0,0,0,3056,9e+05
"Dani Olmo",293385,160,0,420,440,132040,5e+07
"Dani Pacheco",28285,0,0,0,0,6304,1500000
"Dani Parejo",59561,3320,80,2520,2720,1245600,3.5e+07
"Dani Pinillos",240039,80,16,0,0,14496,350000
"Dani Plomer",614195,0,0,5,0,165,1e+05
"Dani Raba",413262,144,18,144,198,52506,5e+06
"Dani Rodríguez",139435,224,0,128,144,98656,1500000
"Dani Romera",271451,0,0,0,17,2907,7e+05
"Dani Santafé",455337,26,0,0,0,6084,2e+05
"Dani Schahin",58437,300,0,350,100,99600,2e+06
"Dani Suárez",161255,240,0,64,0,64400,550000
"Dani Torres",93142,247,0,0,19,69464,3e+06
"Dani Vivian",524000,34,0,34,17,38080,1.5e+07
"Dani de Wit",340459,288,0,342,234,140526,4e+06
"Daniel Adejo",88242,448,0,252,56,405076,1e+06
"Daniel Adshead",532464,0,0,0,0,900,250000
"Daniel Agger",22832,240,0,48,72,89928,1.9e+07
"Daniel Amartey",214056,702,26,234,130,350324,1.5e+07
"Daniel Anyembe",358422,42,14,14,42,68530,7e+05
"Daniel Arzani",399997,0,0,0,28,2268,1500000
"Daniel Avramovski",193289,104,0,52,78,50284,1e+06
"Daniel Ayala",78966,120,24,24,0,28440,4e+06
"Daniel Bachmann",120186,17,17,0,0,60962,3e+06
"Daniel Baier",4018,1209,0,124,279,513112,3500000
"Daniel Bessa",140757,532,0,140,252,169372,5e+06
"Daniel Bragança",461943,66,11,22,22,19415,8e+06
"Daniel Brosinski",43984,680,34,408,1088,591226,3e+06
"Daniel Brückner",16743,120,0,0,24,48528,1100000
"Daniel Caligiuri",38410,1404,0,1728,1728,798696,7500000
"Daniel Candeias",56046,1280,32,832,1408,526880,3e+06
"Daniel Carriço",37712,1376,0,128,96,359968,1e+07
"Daniel Carvajal",138927,2484,27,162,1323,628641,6e+07
"Daniel Christensen",69132,176,0,22,330,136642,5e+05
"Daniel Ciofani",29605,54,0,378,81,122607,1500000
"Daniel Congré",22386,850,102,272,102,628116,4500000
"Daniel De Silva",259721,0,0,0,32,10144,750000
"Daniel Didavi",57995,726,0,1254,693,314193,7e+06
"Daniel Fernandes",10254,28,0,0,0,10080,2e+06
"Daniel Fuzato",438682,0,0,0,0,6780,1e+06
"Daniel Ginczek",79501,455,0,1050,490,222005,1.2e+07
"Daniel Granli",266615,96,0,16,0,46560,7e+05
"Daniel Graovac",131728,23,0,0,0,2139,1600000
"Daniel Guimarães",269864,32,0,0,0,61776,3e+05
"Daniel Halfar",16565,31,0,0,93,47957,1750000
"Daniel Harvie",293729,0,0,0,0,252,4e+05
"Daniel Heuer Fernandes",84993,0,0,0,0,18400,1250000
"Daniel Höegh",99100,364,0,252,84,273924,1500000
"Daniel James",319301,182,13,195,182,95342,2.8e+07
"Daniel Jebbison",746740,0,0,3,0,852,1e+06
"Daniel Jensen",4403,176,0,0,88,43318,7e+06
"Daniel Kolar",43246,21,21,0,0,13482,2e+06
"Daniel Larsson",27292,493,0,464,435,302296,2500000
"Daniel Lukasik",67655,203,0,58,29,82592,1e+06
"Daniel Maldini",539134,16,0,8,0,3768,2e+06
"Daniel Mancini",381348,210,0,105,135,56700,2500000
"Daniel Mojsov",66616,75,0,25,0,20250,1500000
"Daniel Monllor",68560,7,0,0,0,5040,350000
"Daniel Muñoz",493003,144,12,24,108,62100,1e+07
"Daniel O'Shaughnessy",131967,0,0,0,0,558,9e+05
"Daniel Obbekjaer",579809,7,0,0,0,455,2e+05
"Daniel Opare",65781,476,0,28,56,187964,3e+06
"Daniel Osvaldo",37389,44,22,176,132,27148,1.8e+07
"Daniel Pavlovic",19671,192,0,0,144,84264,9e+05
"Daniel Pedersen",187957,560,0,20,80,149740,450000
"Daniel Podence",256977,525,0,567,672,257859,2.5e+07
"Daniel Pudil",35583,0,0,0,25,5800,2200000
"Daniel Pérez",581294,18,0,6,0,1212,8e+05
"Daniel Redmond",61586,130,0,60,90,43600,250000
"Daniel Romanovskij",229320,26,0,13,0,7553,350000
"Daniel Royer",74762,90,0,60,90,69300,2500000
"Daniel Schmidt",158799,133,0,0,0,128250,1500000
"Daniel Schwaab",38434,403,0,217,217,490265,5e+06
"Daniel Segev Jörgensen",99116,45,0,15,0,22095,250000
"Daniel Stenderup",68980,130,26,26,26,155610,1e+06
"Daniel Sturridge",47082,128,0,1152,480,198752,2.5e+07
"Daniel Stückler",283239,10,0,40,10,9580,2e+05
"Daniel Sundgren",107612,468,26,26,156,147264,1200000
"Daniel Svensson",579287,18,0,0,12,10422,6e+05
"Daniel Thögersen",465604,30,0,0,10,3570,250000
"Daniel Wass",63463,2024,44,1364,1628,1088384,1.5e+07
"Daniel dos Anjos",523364,60,0,48,12,19188,425000
"Daniele Baselli",134883,1222,0,572,442,368030,1e+07
"Daniele Bonera",5856,494,26,0,52,145548,1.1e+07
"Daniele Cacia",21780,0,0,0,0,2175,4e+06
"Daniele Capelli",30332,360,0,0,0,81300,2700000
"Daniele Conti",20730,247,0,38,38,33858,5e+06
"Daniele Croce",22749,240,0,40,100,159020,5e+05
"Daniele De Rossi",5947,1215,54,405,351,335826,3.8e+07
"Daniele Dessena",29962,665,35,210,175,221445,4e+06
"Daniele Galloppa",22594,154,0,0,22,19492,7e+06
"Daniele Gastaldello",7096,702,54,81,81,169776,5500000
"Daniele Padelli",27807,192,32,0,0,258560,2e+06
"Daniele Ragatzu",66360,31,0,62,31,12183,1500000
"Daniele Rugani",162959,598,0,312,52,361920,2.2e+07
"Daniele Verde",256361,72,0,720,432,205584,5e+06
"Danielson",14282,143,0,13,13,64974,1500000
"Daniil Bolshunov",403204,0,0,14,14,4102,2e+05
"Daniil Denisov",649303,0,0,0,0,1935,2500000
"Daniil Fomin",400713,342,0,450,180,148140,9e+06
"Daniil Khlusevich",621436,168,0,112,126,52934,5e+06
"Daniil Khudyakov",718756,6,0,0,0,7776,2500000
"Daniil Krivoruchko",621150,16,0,0,8,1640,225000
"Daniil Kulikov",425756,192,0,0,48,58320,3e+06
"Daniil Kuznetsov",522145,10,0,0,0,995,3e+05
"Daniil Lesovoy",315252,165,15,195,165,86565,5e+06
"Daniil Odoevskiy",555135,0,0,0,0,4320,1200000
"Daniil Ostapenko",398833,0,0,0,0,360,50000
"Daniil Penchikov",450168,32,0,0,16,9648,425000
"Daniil Semilet",791140,5,0,0,0,260,1e+05
"Daniil Shamkin",601445,0,0,0,24,828,8e+05
"Daniil Utkin",375667,180,0,288,108,84546,7e+06
"Danijel Aleksic",48119,819,0,1131,546,306735,3400000
"Danijel Milicevic",33343,245,0,1015,1225,397320,4500000
"Danijel Miskic",131323,494,0,76,190,152171,1500000
"Danijel Petkovic",188930,36,0,0,0,27540,1500000
"Danijel Pranjic",25617,336,0,112,252,152964,9e+06
"Danijel Subasic",27941,476,0,0,0,590002,6e+06
"Danil Glebov",570423,390,15,75,165,112380,7500000
"Danil Kazantsev",687059,14,0,0,0,1519,2e+05
"Danil Khromov",685761,0,0,0,6,474,175000
"Danil Klenkin",86264,0,0,18,0,4320,6e+05
"Danil Krugovoy",372535,60,0,45,150,58215,3e+06
"Danil Lipovoy",462988,0,0,15,15,17640,350000
"Danil Prutsev",381714,135,0,0,0,37830,2500000
"Danil Skorko",631819,12,0,0,6,3522,2e+05
"Danil Stepanov",456182,234,0,26,65,73294,2e+06
"Danila Buranov",260668,0,0,0,0,1044,325000
"Danila Emeljanov",480424,28,0,0,28,13538,5e+05
"Danila Khakhalev",398850,7,0,0,0,105,150000
"Danila Khotulev",529870,8,0,0,0,896,6e+05
"Danila Prokhin",486083,180,0,30,15,46575,3200000
"Danila Proshlyakov",485657,42,0,0,0,1988,350000
"Danila Sagutkin",341486,90,0,10,0,14600,4e+05
"Danila Smirnov",577718,10,0,0,0,1420,2e+05
"Danila Sukhomlinov",699265,35,0,0,14,6223,7e+05
"Danila Vedernikov",574930,22,0,0,0,2475,4e+05
"Danilho Doekhi",387047,162,18,72,54,191664,4e+06
"Danilo",32816,1888,64,288,32,709792,7500000
"Danilo",41037,0,19,38,57,20159,1200000
"Danilo",51232,575,0,75,200,126425,1500000
"Danilo",145707,1881,0,627,792,685311,2.5e+07
"Danilo",519731,48,12,312,72,39504,5e+06
"Danilo Arrieta",22838,0,0,0,0,1455,4e+05
"Danilo Avelar",140748,336,0,112,140,76384,2500000
"Danilo Barbosa",273438,588,21,126,168,211260,1e+07
"Danilo Cataldi",199733,1368,24,240,432,284160,7e+06
"Danilo D'Ambrosio",55769,1479,0,609,493,532933,1.3e+07
"Danilo Dias",137710,52,0,91,52,24596,3e+06
"Danilo Mariotto",334728,3,0,3,0,1641,3e+05
"Danilo Pantic",222830,17,17,17,68,22083,2750000
"Danilo Pereira",141050,1568,0,728,252,637476,3e+07
"Danilo Silva",61952,288,24,24,216,147408,5500000
"Danilo Soares",154396,116,0,0,29,85956,2200000
"Danilo Soddimo",39690,351,0,27,81,56835,1200000
"Daniël de Ridder",15894,22,0,22,44,14960,2e+06
"Daniël van Kaam",377720,0,15,30,0,62250,2200000
"Dankler",226896,234,0,18,18,93582,1500000
"Danni König",23496,14,0,42,28,6482,450000
"Danny",14119,560,28,448,672,235648,2.3e+07
"Danny Amankwaa",135215,126,0,84,231,79002,6e+05
"Danny Armstrong",225236,0,0,0,0,568,4e+05
"Danny Bakker",250440,550,0,154,132,273812,1e+06
"Danny Bejarano",234761,742,14,70,42,139762,5e+05
"Danny Blum",41541,0,0,198,66,36894,1500000
"Danny Devine",169934,495,0,45,30,143865,325000
"Danny Drinkwater",73491,448,0,140,280,297640,2e+07
"Danny Finlayson",424019,0,0,0,0,1167,150000
"Danny Graham",29152,0,0,20,40,23640,4e+06
"Danny Handling",152421,0,0,0,0,171,2e+05
"Danny Henriques",411502,60,0,6,0,17982,5e+05
"Danny Hoesen",81163,81,27,405,135,102762,2e+06
"Danny Holla",45486,414,0,115,207,107663,1750000
"Danny Ings",134294,493,0,2001,609,390137,2.2e+07
"Danny Johnson",344525,18,0,18,3,3834,3e+05
"Danny Lafferty",85928,0,0,0,0,3528,6e+05
"Danny Latza",39025,1302,31,217,372,355074,5e+06
"Danny Mullen",238288,165,0,195,60,50790,450000
"Danny Namaso",392767,0,0,10,0,360,3e+06
"Danny Olsen",22995,231,0,252,294,124404,1500000
"Danny Post",90343,800,0,100,50,227775,850000
"Danny Rogers",200956,12,0,0,0,38460,4e+05
"Danny Rose",50174,1470,0,210,570,426030,3e+07
