"player_name","player_id","yellow_cards","red_cards","goals","assists","total_minutes_played"
"Rodrigo Rey",166591,36,0,0,0,34020
"Rodrigo Riquelme",461617,0,0,0,0,330
"Rodrigo Soares",388236,119,17,119,238,147407
"Rodrigo Valente",479646,0,0,0,0,273
"Rodrigo Vargas",234820,12,0,12,0,2466
"Rodrigo de Paul",255901,1296,108,1080,1134,518832
"Rodrig<U+00E3>o",510782,130,10,60,50,66110
"Rodrygo",412363,65,0,247,273,67158
"Rody de Boer",342012,0,0,0,0,4221
"Rod<U+00E9>ric Filippi",216508,120,0,20,10,19200
"Roel Brouwers",4607,192,0,24,0,61680
"Roel Janssen",168787,546,63,0,42,207984
"Rogelio Funes Mori",135082,341,0,248,217,78399
"Roger",56435,189,0,42,21,104244
"Roger",906329,0,0,10,0,700
"Roger Assal<U+00E9>",263183,38,19,114,114,37411
"Roger Gomis",176562,9,0,0,0,678
"Roger Iba<U+00F1>ez",524481,273,0,65,26,90077
"Roger Mart<U+00ED>",212391,960,0,1500,330,315660
"Roger Mart<U+00ED>nez",285771,21,0,21,0,5124
"Rogier Benschop",410748,0,0,0,0,72
"Rog<U+00E9>rio",401527,558,18,36,90,157734
"Rog<U+00E9>rio Martins",51956,140,0,80,20,48960
"Rohan Ferguson",342531,0,0,0,0,3934
"Rohan Ince",141568,0,0,0,0,1336
"Rohat Agca",591362,0,0,0,0,472
"Rok Straus",41080,0,0,0,0,4500
"Roland Alberg",64481,250,0,300,250,92175
"Roland Baas",241375,72,0,0,36,24858
"Roland Bergkamp",124761,0,0,0,0,612
"Roland Gigolaev",72496,405,0,108,162,141291
"Roland Sallai",332798,414,0,437,322,159367
"Roland Ugrai",119772,87,0,145,29,34887
"Rolando",27300,546,78,273,39,391014
"Rolando Aarons",258188,90,0,108,90,39528
"Rolando Bianchi",20726,25,0,25,75,19500
"Rolando Mandragora",308279,660,22,264,154,266178
"Roli Pereira de Sa",243737,10,0,0,0,6270
"Romain Alessandrini",98334,84,56,280,224,86464
"Romain Amalfitano",137841,375,25,25,100,209150
"Romain Br<U+00E9>gerie",43257,156,52,78,0,71188
"Romain Danz<U+00E9>",39906,243,0,0,189,217377
"Romain Del Castillo",353399,108,18,54,360,86778
"Romain Faivre",555076,28,0,224,140,83090
"Romain Genevois",57525,276,23,46,46,160517
"Romain Grange",105400,54,0,0,27,10368
"Romain Habran",203503,15,0,0,0,705
"Romain Hamouma",98349,992,31,1271,1116,442525
"Romain M<U+00E9>tanire",154209,297,27,0,54,132678
"Romain Perraud",318523,135,0,60,135,104205
"Romain Philippoteaux",255220,162,0,198,144,122706
"Romain Reynaud",98283,119,0,0,0,37383
"Romain Rocchi",5566,21,0,0,0,5334
"Romain Salin",23974,224,28,0,0,258860
"Romain Sa<U+00EF>ss",204198,1056,0,312,72,342912
"Romain Thomas",57467,1025,25,350,50,480700
"Romaine Sawyers",113036,57,0,0,0,29982
"Roman Akbashev",86097,22,0,22,0,10626
"Roman Berezovskiy",15670,0,0,0,0,12960
"Roman Bezjak",80672,0,0,58,0,23606
"Roman Bezus",97567,1260,28,672,616,288148
"Roman Bugaev",48706,124,0,31,93,96224
"Roman B<U+00FC>rki",59027,448,0,0,0,775520
"Roman Debelko",262182,114,0,133,19,49590
"Roman Didyk",702561,24,0,0,0,6176
"Roman Emeljanov",103950,1134,0,27,27,287550
"Roman Eremenko",44367,722,0,1102,874,362102
"Roman Evgenjev",422838,408,0,34,34,114852
"Roman Ezhov",284843,45,15,30,60,37695
"Roman Ferber",337689,20,0,30,0,6640
"Roman Gagun",522327,0,10,0,20,14410
"Roman Gerus",24994,70,0,0,14,46620
"Roman Godovany",123366,10,0,0,0,3300
"Roman Goncharenko",382895,13,0,0,0,23036
"Roman Ilnytskyi",501614,2,0,0,0,334
"Roman Karasyuk",91527,340,0,100,40,177280
"Roman Khodunov",394198,8,0,0,0,416
"Roman Kontsedalov",48526,34,0,0,0,6511
"Roman Kunev",97576,0,0,0,0,612
"Roman Loktionov",77853,0,0,0,0,2282
"Roman Lyopka",345750,14,0,0,0,5460
"Roman Minaev",449385,12,0,0,0,5880
"Roman Miroshnyk",39637,16,0,0,0,24688
"Roman Mysak",117481,132,0,0,0,133320
"Roman Neust<U+00E4>dter",40478,1444,0,380,76,616018
"Roman Nykytyuk",322952,153,0,0,0,33796
"Roman Pavlyuchenko",15072,250,25,250,75,69525
"Roman Pidkivka",278917,120,0,0,0,88800
"Roman Pomazan",374036,6,0,0,0,6102
"Roman Popov",289282,84,0,14,14,21462
"Roman Romanov",787299,0,0,5,0,225
"Roman Salimov",282382,0,0,0,0,900
"Roman Shandruk",483717,0,0,0,0,309
"Roman Shirokov",48550,115,0,138,184,71668
"Roman Shishkin",28937,544,0,32,224,289152
"Roman Stefurak",294201,0,0,0,0,204
"Roman Tolochko",628569,27,0,0,0,3222
"Roman Tugarev",289643,28,0,42,56,26922
"Roman Vantukh",396536,60,0,30,40,34840
"Roman Vorobjov",25921,224,0,56,84,51744
"Roman Weidenfeller",26,27,0,0,0,141804
"Roman Yaremchuk",221958,594,22,1518,506,275110
"Roman Zhmurko",524021,0,0,0,0,630
"Roman Zobnin",166277,880,22,264,440,389312
"Roman Zozulya",70767,494,0,266,266,110276
"Romano Perticone",44294,0,0,0,0,3240
"Romano Postema",513330,18,0,36,12,6720
"Romano Schmid",346853,36,0,0,72,24498
"Romaric",15808,81,0,0,0,39690
"Romaric Yapi",536521,4,0,0,0,1508
"Romario Benzar",164231,0,0,0,0,3720
"Romelu Lukaku",96341,1116,0,6948,1836,1037232
"Romeo Castelen",6764,27,0,0,0,21330
"Romero Regales",83407,0,0,0,0,6792
"Romeu",28643,78,0,0,26,24895
"Romeu",130741,121,0,11,0,19701
"Romeu Ribeiro",57831,90,0,0,0,22320
"Rominigue Kouam<U+00E9>",277635,160,0,16,48,67360
"Rom<U+00E1>rio",129128,32,0,0,8,6032
"Rom<U+00E1>rio Bald<U+00E9>",174692,65,0,26,0,24973
"Rom<U+00E1>rio Bar<U+00F3>",375383,91,0,0,26,15366
"Ron Janzen",273051,0,0,0,0,286
"Ron Vlaar",30697,406,29,145,87,337212
"Ron-Robert Zieler",21327,518,0,0,0,525881
"Ronald Ara<U+00FA>jo",480267,180,0,108,18,99072
"Ronald Hern<U+00E1>ndez",428745,0,0,0,0,864
"Ronald Pfumbidzai",383400,0,0,0,0,2640
"Ronald Vargas",72567,324,54,621,567,142020
"Ronaldo",146660,27,0,0,0,2889
"Ronaldo Mendes",236952,0,0,16,0,7856
"Ronaldo Pe<U+00F1>a",309487,56,0,42,0,22666
"Ronaldo Shani",565836,0,0,0,0,24
"Ronaldo Vieira",434676,285,15,15,45,53070
"Ronan",333166,160,0,192,32,33056
"Ronan Hughes",351624,10,0,20,0,11350
"Rona<U+00EB>l Pierre-Gabriel",410185,380,19,19,38,157130
"Roni",269866,150,0,120,30,42915
"Roniel",328940,21,0,21,0,8638
"Ronnie Schwartz",46007,319,0,870,203,160863
"Ronnie Stam",24877,0,0,0,0,8064
"Ronny",43847,80,0,80,60,21900
"Ronny Marcos",159037,0,0,0,0,16248
"Ronny Philp",60026,0,0,0,0,420
"Ronny Rodelin",76055,210,0,750,300,337050
"Rony Lopes",174694,299,23,736,552,290283
"Rooney Eva",481903,0,0,10,0,1800
"Roony Bardghji",792331,0,0,6,0,1392
"Roque Mesa",202984,1488,24,216,288,353472
"Roque Santa Cruz",215,0,0,264,33,52272
"Rory Currie",293777,0,0,1,1,575
"Rory Loy",21382,24,0,144,36,30804
"Rory McKenzie",177550,513,0,190,361,261383
"Ross Barbour",210854,36,0,0,8,11248
"Ross Barkley",131978,493,0,1073,986,472729
"Ross Caldwell",131172,5,0,0,5,2145
"Ross Callachan",151213,340,0,306,119,140658
"Ross Cunningham",293721,6,0,18,6,3768
"Ross Doohan",285283,0,0,0,0,1620
"Ross Draper",119332,675,15,165,225,196425
"Ross Graham",396563,20,0,10,5,6075
"Ross Jenkins",84817,9,0,0,18,4608
"Ross Laidlaw",150212,16,0,0,0,97920
"Ross MacIver",401046,0,0,3,3,897
"Ross MacLean",347546,8,0,0,0,1776
"Ross McCormack",29006,0,0,0,0,2024
"Ross McCrorie",293746,207,18,36,63,80712
"Ross Millen",191707,27,9,18,18,17685
"Ross Munro",425496,0,0,0,0,1620
"Ross Stewart",203405,0,0,0,0,9720
"Ross Stewart",447995,70,0,90,20,18890
"Ross Tierney",623740,0,0,12,0,3436
"Ross Wallace",9509,72,0,36,18,11142
"Rostyn Griffiths",67715,126,0,42,0,32445
"Rostyslav Bagdasarov",131552,0,0,0,0,273
"Rostyslav Lyakh",533537,6,0,0,0,5052
"Rostyslav Rusyn",289487,18,0,9,27,7416
"Rostyslav Voloshynovych",331184,60,0,30,15,20820
"Rouwen Hennings",16311,245,0,1015,245,173215
"Roy Beerens",25427,135,0,216,270,139347
"Roy Contout",28987,54,0,0,0,16182
"Roy Gelmi",282520,115,0,23,0,58374
"Roy Gielen",418164,0,0,0,0,60
"Roy Kortsmit",195546,66,0,0,0,114664
"Roy Kuijpers",469082,5,0,20,0,2035
"Royston Drenthe",35631,58,0,87,29,23780
"Ruan Teles",520787,10,0,10,0,3270
"Ruan Tressoldi",555015,8,0,0,0,3096
"Ruben Aguilar",203746,483,42,42,294,228900
"Ruben Gabrielsen",107662,0,20,0,0,22740
"Ruben Jenssen",41335,140,0,56,196,115864
"Ruben Ligeon",111185,84,0,0,84,62160
"Ruben Loftus-Cheek",202886,198,0,352,418,210650
"Ruben Nygaard",40027,11,0,0,0,880
"Ruben Roosken",538963,0,0,0,7,4368
"Ruben Schaken",31453,162,0,90,108,87120
"Rubilio Castillo",356024,0,0,0,0,444
"Rubin Hebaj",342820,0,0,0,0,1272
"Rubin Seigers",314980,17,0,0,0,3128
"Rubinho",37598,0,0,0,0,3960
"Rubio Rub<U+00ED>n",331282,0,0,72,108,46548
"Rub<U+00E9>n Alcaraz",247250,855,0,171,76,164141
"Rub<U+00E9>n Blanco",199321,312,72,0,0,295800
"Rub<U+00E9>n Botta",88542,130,26,0,0,23764
"Rub<U+00E9>n Castro",25316,259,0,1221,222,246716
"Rub<U+00E9>n Duarte",177046,1342,22,22,286,367598
"Rub<U+00E9>n Garc<U+00ED>a",213260,486,0,378,459,271728
"Rub<U+00E9>n Garc<U+00ED>a",361238,60,0,0,0,11300
"Rub<U+00E9>n Gomez",24008,126,0,0,0,35091
"Rub<U+00E9>n Mart<U+00ED>nez",8184,324,36,0,0,312768
"Rub<U+00E9>n Palazuelos",46010,13,0,0,0,4017
"Rub<U+00E9>n Pardo",99352,520,26,130,442,213720
"Rub<U+00E9>n Pe<U+00F1>a",238868,475,0,175,225,261425
"Rub<U+00E9>n P<U+00E9>rez",113045,2541,66,33,132,550935
"Rub<U+00E9>n Ram<U+00ED>rez",308810,16,0,0,0,5152
"Rub<U+00E9>n Rochina",67548,1380,0,630,870,362520
"Rub<U+00E9>n Sobrino",85383,456,0,480,216,195288
"Rub<U+00E9>n S<U+00E1>nchez",287178,0,0,14,0,896
"Rub<U+00E9>n Vargas",345886,294,21,315,189,133392
"Rub<U+00E9>n Y<U+00E1><U+00F1>ez",246335,40,0,0,0,23680
"Ruca",192089,60,0,15,30,35475
"Rudy",130963,26,0,0,0,3783
"Rudy Camacho",170904,210,15,30,0,74070
"Rudy Gestede",39908,145,0,232,87,80388
"Rudy Riou",5687,22,22,0,0,119152
"Rufo",247909,26,0,0,13,5460
"Rui Areias",235634,0,0,0,14,3332
"Rui Caetano",85774,100,0,40,20,26460
"Rui Correia",258745,576,36,108,36,157086
"Rui Costa",451858,60,15,135,45,47430
"Rui Fonte",9335,608,32,1088,320,290752
"Rui Miguel",33235,13,0,0,0,5785
"Rui Patr<U+00ED>cio",45026,455,70,0,0,1073660
"Rui Pedro",58268,200,0,200,125,78075
"Rui Pedro",328943,24,0,36,12,8820
"Rui Pires",398324,98,0,0,0,21826
"Rui Sacramento",88717,56,0,0,0,22680
"Rui Sampaio",48756,90,0,30,0,36420
"Rui Silva",234811,312,0,0,24,355608
"Rui Silva",290290,0,0,14,0,1722
"Rui Vieira",198570,0,0,0,0,16005
"Rumyan Hovsepyan",237947,96,0,48,0,28560
"Runar Espejord",257808,0,0,0,26,2366
"Rune Frantsen",186486,48,0,72,192,127608
"Rune Hastrup",155042,16,0,0,8,11520
"Rune Jarstein",24112,240,30,0,0,480540
"Rushian Hepburn-Murphy",314237,0,0,0,7,1022
"Ruslan Abazov",158837,14,0,0,0,6832
"Ruslan Adzhindzhal",24118,0,0,0,26,4303
"Ruslan Apekov",600312,11,11,0,11,891
"Ruslan Babenko",94928,616,0,88,66,152196
"Ruslan Bolov",192921,0,0,0,20,2900
"Ruslan Chernenko",59877,0,0,0,0,78
"Ruslan Dzhamalutdinov",336566,0,0,0,0,1350
"Ruslan Fishchenko",535968,84,0,0,0,20640
"Ruslan Fomin",36238,448,0,448,112,126476
"Ruslan Kambolov",58568,1260,0,30,150,350040
"Ruslan Kisil",263217,102,0,34,17,15232
"Ruslan Koryan",145997,51,0,0,51,15028
"Ruslan Litvinov",520073,77,0,22,11,22495
"Ruslan Malinovskyi",207877,1488,0,1416,1320,402024
"Ruslan Marushka",401884,18,0,0,0,3357
"Ruslan Mukhametshin",119223,136,0,170,68,62883
"Ruslan Nakhushev",15590,270,0,0,36,54522
"Ruslan Navletov",425516,0,0,0,0,559
"Ruslan Neshcheret",417242,0,7,0,0,2163
"Ruslan Platon",58103,56,0,98,0,20244
"Ruslan Rotan",24049,640,20,300,160,157460
"Ruslan Salakhutdinov",491765,5,0,5,0,1065
"Ruslan Shapovalov",398843,12,0,0,0,1896
"Ruslan Stepanyuk",222079,289,0,323,391,119493
"Ruslan Zubkov",155861,120,0,15,15,21750
"Russell Anderson",12765,11,0,0,0,6787
"Russell Canouse",184133,0,0,0,0,460
"Russell Dingwall",353729,0,0,0,0,21
"Russell Griffiths",242411,0,0,0,0,2392
"Russell Martin",67303,96,16,64,0,63520
"Rustam Ahmadzada",792844,18,0,0,12,4140
"Rustam Khalimbekov",449179,12,0,0,0,1080
"Rustam Khudzhamov",58043,78,0,0,0,115440
"Rustem Mukhametshin",119224,0,0,21,0,9870
"Ruster",399758,4,0,12,4,1408
"Ruud Boffin",31336,918,68,0,34,597380
"Ruud Boymans",63469,68,0,323,17,29342
"Ruud Vormer",45864,1472,0,1536,2400,717920
"Ryad Boudebouz",77826,792,36,936,1368,594576
"Ryan Allsop",111073,0,0,0,0,3375
"Ryan Babel",16135,1886,46,3036,1426,805644
"Ryan Bennett",67252,572,0,78,0,188838
"Ryan Bertrand",40611,1116,62,248,558,681349
"Ryan Bowman",136536,42,0,54,42,23034
"Ryan Christie",188077,476,17,1003,986,281299
"Ryan Donk",38414,1482,76,570,646,621718
"Ryan Dow",60916,190,0,114,76,96767
"Ryan Edwards",173580,60,0,36,12,31344
"Ryan Edwards",192360,240,0,108,36,102324
"Ryan Esson",12772,0,0,0,0,38148
"Ryan Flynn",45228,252,21,21,105,106596
"Ryan Fraser",146795,312,0,598,910,339664
"Ryan Fredericks",140191,304,0,57,114,96159
"Ryan Fulton",193861,12,0,0,0,38556
"Ryan Gauld",193081,180,0,216,198,81360
"Ryan Giles",504581,0,0,0,0,1416
"Ryan Gravenberch",478573,196,0,168,182,111538
"Ryan Hardie",249063,5,0,40,0,5650
"Ryan Harrington",344010,0,0,0,0,1080
"Ryan Hedges",326230,39,13,156,130,51155
"Ryan Inniss",183284,15,0,0,0,7465
"Ryan Jack",60793,798,63,336,273,416052
"Ryan Johansson",351071,8,0,0,0,3104
"Ryan Kent",279457,176,0,448,704,208208
"Ryan Koolwijk",65256,575,0,250,125,219475
"Ryan Laursen",157626,480,0,168,432,280152
"Ryan Ledson",258884,0,0,0,0,1170
"Ryan Mason",61834,247,0,78,78,67301
"Ryan McGowan",54265,435,29,29,58,128673
"Ryan McLaughlin",205325,0,0,0,0,380
"Ryan Mendes",111627,174,0,261,203,121684
"Ryan Mmaee",249543,51,0,68,34,24514
"Ryan Porteous",446093,324,36,96,84,111000
"Ryan Sanusi",202380,414,0,92,138,196029
"Ryan Schofield",495441,0,0,0,0,3960
"Ryan Scully",94686,0,10,0,0,21930
"Ryan Seager",247647,0,0,0,0,19
"Ryan Sessegnon",392775,136,0,85,204,112064
"Ryan Shanley",592491,0,0,1,0,58
"Ryan Shawcross",45861,540,0,120,90,331650
"Ryan Stevenson",14678,60,0,120,60,43425
"Ryan Sweeney",347666,54,0,18,0,17838
"Ryan Taylor",33785,57,0,0,38,18924
"Ryan Thomas",203357,360,24,288,624,274248
"Ryan Tierney",332867,0,0,0,0,108
"Ryan Trotman",457731,0,0,0,0,660
"Ryan Watson",121269,0,0,0,0,58
"Ryan Williams",235687,0,0,0,0,1088
"Rydell Poepon",43247,78,0,104,26,45422
"Ryder Matos",62713,174,0,174,58,120118
"Ryo Miyaichi",129688,0,0,0,0,13832
"Ryota Morioka",140310,416,0,598,910,284726
"Ryotaro Meshino",426666,22,0,77,11,17072
"R<U+00E9>ginal Goreux",44903,408,24,24,96,102576
"R<U+00E9>gis Gurtner",39918,162,0,0,0,250290
"R<U+00E9>mi Gomis",51283,190,0,0,0,46702
"R<U+00E9>mi Oudin",399543,192,0,352,256,140240
"R<U+00E9>mi Walter",215686,38,0,57,57,98249
"R<U+00E9>my Amieux",125693,90,0,0,30,30150
"R<U+00E9>my Cabella",113707,1224,34,1394,1020,562088
"R<U+00E9>my Descamps",282028,14,0,0,0,17640
"R<U+00E9>my Riou",18940,252,0,0,36,314280
"R<U+00E9>my Vercoutre",5338,125,25,0,0,324700
"R<U+00F4>mulo",121756,390,0,180,420,250710
"R<U+00F4>mulo",140682,150,0,50,125,89000
"R<U+00F4>mulo",520462,14,0,7,7,5782
"R<U+00FA>ben",175597,1127,23,69,437,237889
"R<U+00FA>ben Amorim",25101,34,0,0,0,5729
"R<U+00FA>ben Andrade",175393,0,0,0,0,2645
"R<U+00FA>ben Dias",258004,880,0,330,242,416394
"R<U+00FA>ben Dion<U+00ED>sio",351808,0,0,0,0,9
"R<U+00FA>ben Fernandes",27178,925,50,400,175,568300
"R<U+00FA>ben Fonseca",648027,12,0,0,0,2070
"R<U+00FA>ben Freitas",371503,40,0,0,30,16790
"R<U+00FA>ben Lameiras",264848,78,0,130,117,62361
"R<U+00FA>ben Lima",58965,351,0,27,270,262548
"R<U+00FA>ben Macedo",225119,144,18,18,72,43470
"R<U+00FA>ben Micael",84491,575,23,184,161,140323
"R<U+00FA>ben Neves",225161,1173,0,506,322,418117
"R<U+00FA>ben Oliveira",275287,126,0,18,36,50778
"R<U+00FA>ben Pinto",139394,336,0,72,24,117552
"R<U+00FA>ben Ribeiro",52480,1450,29,377,493,411974
"R<U+00FA>ben Semedo",197602,1078,22,198,44,321288
"R<U+00FA>ben Vezo",257851,975,25,125,150,415500
"R<U+00FA>ben Vinagre",357158,128,0,48,80,88976
"R<U+00FA>nar Alex R<U+00FA>narsson",205657,23,0,0,0,213509
"R<U+00FA>rik G<U+00ED>slason",15961,124,0,31,0,62868
"R<U+00FC>st<U+00FC> Hanli",320107,0,0,0,0,1196
"Saad Agouzoul",556865,104,0,13,13,38610
"Saado Abdel Salam Fouflia",504593,0,0,0,0,904
"Saba Lobjanidze",251029,88,0,704,616,250184
"Saba Sazonov",655456,0,0,0,0,2880
"Sabin Merino",192736,120,0,160,60,77020
"Sabit Abdulai",648812,10,0,0,0,740
"Sabri Sarioglu",7237,432,0,54,432,241569
"Sacha Bastien",286378,0,0,0,0,110
"Sacha Boey",475413,65,13,13,39,51753
"Sacha Delaye",842425,0,0,0,0,18
"Sacha Kljestan",39475,90,0,30,30,21030
"Sada Thioub",290593,128,0,80,144,99808
"Sadik Bas",294091,12,0,0,36,11184
"Sadik Ciftpinar",176354,308,22,22,22,118800
"Sadio Diallo",137438,132,0,110,110,75966
"Sadio Man<U+00E9>",200512,1410,60,4350,1770,817410
"Saeid Ezatolahi",249271,504,0,120,24,103008
"Safa Kinali",592360,10,0,0,0,1070
"Safaa Hadi",560956,12,0,0,0,318
"Sahverdi Cetin",342100,33,0,0,0,4488
"Sai van Wermeskerken",172779,36,0,0,90,69678
"Said Ahmed Said",45529,46,0,69,0,8119
"Said-Ali Akhmaev",308621,0,0,0,0,737
"Saidi Ntibazonkiza",45846,60,0,30,30,21450
"Saido Berahino",128897,176,0,814,242,215732
"Saidy Janko",196435,198,0,0,54,67320
"Sajjad Shahbazzadeh",248756,0,0,20,0,2840
"Sakari Mattila",47781,54,0,18,0,14130
"Sakib Aytac",114491,728,28,56,280,279860
"Saleh Gomaa",185237,322,0,23,115,45977
"Salem Al-Dawsari",195332,16,0,0,0,528
"Salif San<U+00E9>",126534,1287,0,495,99,438933
"Salih Dursun",176961,702,26,104,52,166270
"Salih Ucan",170838,750,0,120,330,179850
"Salih <U+00D6>zcan",244940,304,0,57,133,130910
"Salim Arrache",18397,0,0,0,0,1196
"Salim Ben Seghir",708681,0,0,0,0,4
"Salim Ciss<U+00E9>",236541,39,13,26,0,12714
"Salim Kouider-A<U+00EF>ssa",209587,2,0,0,0,112
"Salimo Sylla",206950,225,0,30,45,70140
"Saliou Ciss",149444,0,0,0,0,4048
"Salis Abdul Samed",688707,121,11,11,0,27159
"Salomon Kalou",7971,216,0,1908,576,466272
"Salomon Nirisarike",231642,0,0,0,0,10563
"Salom<U+00F3>n Rond<U+00F3>n",80197,594,66,2211,792,548427
"Salva Chamorro",191820,0,0,8,0,1472
"Salva Ferrer",624548,70,0,0,40,29470
"Salva Ruiz",162063,0,22,0,0,4246
"Salva Sevilla",58799,828,0,396,504,246888
"Salvador Agra",155395,540,81,783,702,345573
"Salvador Ichazo",131098,0,0,0,0,27132
"Salvador S<U+00E1>nchez",376860,99,11,11,0,39908
"Salvatore Bocchetti",42678,900,0,150,0,271890
"Salvatore Masiello",21769,0,0,0,0,2552
"Salvatore Molina",163582,48,0,24,96,63072
"Salvatore Sirigu",25508,360,36,0,0,832968
"Salvi S<U+00E1>nchez",246204,128,0,64,16,56656
"Sam Adekugbe",287578,140,0,0,28,43372
"Sam Baldock",67211,27,0,0,0,5859
"Sam Beukema",433984,0,0,45,15,17160
"Sam Byram",236953,484,0,22,66,125180
"Sam Clucas",122223,294,21,126,42,125118
"Sam Cosgrove",351691,176,22,440,77,61083
"Sam Field",387331,60,0,12,0,14508
"Sam Fisher",532283,0,0,0,0,270
"Sam Foley",48226,88,0,33,0,41382
"Sam Gallagher",227183,19,0,38,0,11818
"Sam Greenwood",532178,0,0,0,10,1485
"Sam Hendriks",225716,0,0,190,19,32566
"Sam Johnstone",110864,19,0,0,19,70110
"Sam Kelly",196720,0,0,0,0,1256
"Sam Kersten",430797,84,12,0,12,56412
"Sam Lammers",386914,92,0,667,138,126109
"Sam Larsson",159668,120,0,880,1000,294460
"Sam Lundholm",220432,0,0,0,0,6517
"Sam McCallum",618901,8,0,8,8,5672
"Sam McQueen",226968,0,0,0,0,19068
"Sam Nicholson",169573,65,13,104,91,56303
"Sam Roscoe",450688,0,0,0,0,810
"Sam Schreck",335100,44,0,0,11,10351
"Sam Stubbs",425872,15,3,0,0,7071
"Sam Surridge",398402,18,0,45,0,3735
"Sam Valcke",323963,10,0,0,20,3410
"Sam Vines",535282,36,0,0,0,21900
"Sam Vokes",48078,100,0,525,125,141050
"Sam Wardrop",244272,0,0,0,0,360
"Sam Woods",611650,0,0,3,0,1203
"Saman Ghoddos",204294,184,0,138,207,68494
"Samba Camara",291397,64,16,0,0,62208
"Samba Sow",89461,1428,68,136,136,267274
"Sambou Sissoko",522791,0,0,0,0,1791
"Sambou Sissoko",649019,24,0,0,0,5238
"Sambou Soumano",704270,4,0,12,0,1756
"Sambou Yatabar<U+00E9>",93309,891,27,108,216,167616
"Samed Karakoc",251087,13,0,0,0,78
"Samed Kaya",213366,0,0,0,0,408
"Samed Onur",538864,7,0,7,0,742
"Samed Yesil",95295,112,0,128,16,32672
"Samet Akaydin",295024,72,0,24,0,35424
"Samet Bulut",326460,0,0,0,0,78
"Sami",85842,80,20,100,100,72100
"Sami Allagui",37013,248,0,155,93,55242
"Sami Ben Amar",524318,0,0,0,0,171
"Sami Khedira",29401,756,42,882,630,487410
"Sami Lahssaini",535706,27,0,0,0,6336
"Samican Keskin",214838,54,0,0,0,23310
"Samil Cinaz",30476,925,25,50,75,240700
"Samir Caetano",255744,851,23,161,92,317860
"Samir Handanovic",28021,646,0,0,0,1084566
"Samir Lagsir",564620,0,0,6,3,627
"Samir Memisevic",238595,225,15,120,30,129405
"Samir Nasri",18935,748,0,374,544,224638
"Samir Ujkani",42744,0,0,0,0,19575
"Sammir",45710,0,0,30,120,45750
"Sammy Ameobi",92381,96,0,48,96,43632
"Sammy Bossut",48064,174,0,0,58,433260
"Sammy Clingan",9161,27,0,18,9,17649
"Sammy Skytte",320279,144,0,0,32,61968
"Samu",291939,98,0,56,42,42056
"Samu Ara<U+00FA>jo",279090,15,0,0,0,1350
"Samu Castillejo",195171,1008,28,616,896,443884
"Samu Garc<U+00ED>a",208890,224,14,126,140,86520
"Samu Saiz",131506,63,0,42,0,12285
"Samuel",284701,50,0,0,0,54620
"Samuel Armenteros",55751,135,0,918,81,158814
"Samuel Asamoah",232848,360,20,120,100,152780
"Samuel Atrous",123300,0,0,0,0,810
"Samuel Bastien",289510,374,0,286,176,237710
"Samuel Chukwueze",401922,108,0,288,240,103404
"Samuel Di Carmine",45389,145,0,232,29,67309
"Samuel Eduok",274802,300,0,400,140,116860
"Samuel Essende",395522,0,0,0,0,1420
"Samuel Eto'o",4257,450,0,1680,570,291270
"Samuel Gigot",276896,1352,26,364,286,437476
"Samuel Grandsir",432772,68,34,119,119,85884
"Samuel Gustafson",255473,40,0,0,20,15740
"Samuel Holm<U+00E9>n",24379,396,0,297,99,144540
"Samuel Inkoom",106306,324,0,0,0,51543
"Samuel Kalu",424051,380,19,361,361,146642
"Samuel Lino",694928,99,0,253,66,64878
"Samuel Loric",648886,0,0,0,0,1350
"Samuel Mart<U+00ED>nez",242827,0,0,0,0,1260
"Samuel Moutoussamy",353403,90,0,36,72,83016
"Samuel Mraz",243225,38,0,114,38,18107
"Samuel Oum Gouet",452238,45,0,0,15,26790
"Samuel Pedro",685806,0,0,0,0,147
"Samuel P<U+00E9>rez",363541,0,0,0,0,300
"Samuel Sahin-Radlinger",77563,0,0,0,0,2250
"Samuel Santos",131890,0,0,0,0,1645
"Samuel Scheimann",72799,0,0,0,0,4477
"Samuel Souprayen",60599,243,27,0,0,97281
"Samuel Umtiti",126540,1530,0,170,136,583032
"Samuele Damiani",390117,0,0,0,0,3780
"Samuele Longo",124560,270,0,81,81,60804
"Samuele Ricci",467992,27,9,9,9,21897
"Samy Baghdadi",511454,8,0,4,0,2112
"Samy Benchamma",627464,7,0,0,0,266
"Samy Bourard",235230,0,0,0,0,1008
"Samy Frioui",269298,0,0,0,0,432
"Samy Kehli",176026,38,0,19,76,19000
"Samy Mmaee",331840,72,0,0,0,41166
"Sam<U+00FA>el Fridj<U+00F3>nsson",240408,11,0,0,0,2090
"Sanasi Sy",606451,0,0,0,0,9
"Sancak Kaplan",6968,51,0,0,0,45543
"Sancidino",149654,0,0,0,14,3780
"Sander Berge",333014,240,0,160,120,184900
"Sander Coopman",279254,154,0,88,308,109032
"Sander Duits",14863,240,0,45,30,61605
"Sander Fischer",73504,546,42,126,84,298914
"Sander Svendsen",269503,0,0,204,68,38947
"Sander Thomas",207273,0,0,0,0,240
"Sander van Looy",320842,0,0,0,0,180
"Sander van de Streek",190222,416,26,1404,624,452686
"Sandi Krizman",47637,540,0,459,27,147339
"Sandro",74590,806,62,217,31,165912
"Sandro Lima",284739,162,0,252,54,73026
